DEVICES INFO,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
DeviceID,ConfigID,SystemID,DeviceType,Status,Remarks,,SystemID,ConfigID,FacilityID,SystemType,Status,Remarks,,FacilityID,ConfigID,FacilityName,FacilityType,Area,Status,Remarks
F5-12505,,B5-02505,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F5-12506,,B5-02506,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F5-12507,,B5-02507,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F5-12508,,B5-02508,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F5-12509,,B5-02509,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F5-12510,,B5-02510,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F5-12511,,B5-02511,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F5-12512,,B5-02512,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F1-22101,,B1-02101,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F1-22102,,B1-02102,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F1-22103,,B1-02103,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F1-22104,,B1-02104,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F1-22105,,B1-02105,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F1-22106,,B1-02106,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F1-22107,,B1-02107,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F1-22108,,B1-02108,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F1-22109,,B1-02109,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F1-22110,,B1-02110,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F1-22111,,B1-02111,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F1-22112,,B1-02112,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F2-22201,,B2-02201,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F2-22202,,B2-02202,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F2-22203,,B2-02203,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F2-22204,,B2-02204,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F2-22205,,B2-02205,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F2-22206,,B2-02206,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F2-22207,,B2-02207,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F2-22208,,B2-02208,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F2-22209,,B2-02209,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F2-22210,,B2-02210,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F2-22211,,B2-02211,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F2-22212,,B2-02212,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F3-22301,,B3-02301,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F3-22302,,B3-02302,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F3-22303,,B3-02303,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F3-22304,,B3-02304,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F3-22305,,B3-02305,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F3-22306,,B3-02306,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F3-22307,,B3-02307,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F3-22308,,B3-02308,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F3-22309,,B3-02309,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F3-22310,,B3-02310,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F3-22311,,B3-02311,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F3-22312,,B3-02312,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F4-22401,,B4-02401,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F4-22402,,B4-02402,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F4-22403,,B4-02403,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F4-22404,,B4-02404,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F4-22405,,B4-02405,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F4-22406,,B4-02406,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F4-22407,,B4-02407,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F4-22408,,B4-02408,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F4-22409,,B4-02409,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F4-22410,,B4-02410,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F4-22411,,B4-02411,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F4-22412,,B4-02412,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F5-22501,,B5-02501,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F5-22502,,B5-02502,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F5-22503,,B5-02503,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F5-22504,,B5-02504,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F5-22505,,B5-02505,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F5-22506,,B5-02506,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F5-22507,,B5-02507,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F5-22508,,B5-02508,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F5-22509,,B5-02509,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F5-22510,,B5-02510,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F5-22511,,B5-02511,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
F5-22512,,B5-02512,Fire Alarm 1,,FDAS,,,,,,,,,,,,,,,
G1-02101,,B1-02101,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G1-02102,,B1-02102,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G1-02103,,B1-02103,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G1-02104,,B1-02104,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G1-02105,,B1-02105,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G1-02106,,B1-02106,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G1-02107,,B1-02107,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G1-02108,,B1-02108,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G1-02109,,B1-02109,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G1-02110,,B1-02110,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G1-02111,,B1-02111,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G1-02112,,B1-02112,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G2-02201,,B2-02201,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G2-02202,,B2-02202,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G2-02203,,B2-02203,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G2-02204,,B2-02204,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G2-02205,,B2-02205,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G2-02206,,B2-02206,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G2-02207,,B2-02207,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G2-02208,,B2-02208,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G2-02209,,B2-02209,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G2-02210,,B2-02210,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G2-02211,,B2-02211,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G2-02212,,B2-02212,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G3-02301,,B3-02301,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G3-02302,,B3-02302,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G3-02303,,B3-02303,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G3-02304,,B3-02304,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G3-02305,,B3-02305,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G3-02306,,B3-02306,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G3-02307,,B3-02307,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G3-02308,,B3-02308,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G3-02309,,B3-02309,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G3-02310,,B3-02310,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G3-02311,,B3-02311,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G3-02312,,B3-02312,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G4-02401,,B4-02401,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G4-02402,,B4-02402,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G4-02403,,B4-02403,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G4-02404,,B4-02404,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G4-02405,,B4-02405,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G4-02406,,B4-02406,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G4-02407,,B4-02407,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G4-02408,,B4-02408,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G4-02409,,B4-02409,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G4-02410,,B4-02410,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G4-02411,,B4-02411,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G4-02412,,B4-02412,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G5-02501,,B5-02501,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G5-02502,,B5-02502,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G5-02503,,B5-02503,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G5-02504,,B5-02504,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G5-02505,,B5-02505,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G5-02506,,B5-02506,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G5-02507,,B5-02507,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G5-02508,,B5-02508,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G5-02509,,B5-02509,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G5-02510,,B5-02510,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G5-02511,,B5-02511,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G5-02512,,B5-02512,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G1-12101,,B1-02101,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G1-12102,,B1-02102,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G1-12103,,B1-02103,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G1-12104,,B1-02104,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G1-12105,,B1-02105,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G1-12106,,B1-02106,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G1-12107,,B1-02107,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G1-12108,,B1-02108,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G1-12109,,B1-02109,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G1-12110,,B1-02110,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G1-12111,,B1-02111,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G1-12112,,B1-02112,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G2-12201,,B2-02201,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G2-12202,,B2-02202,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G2-12203,,B2-02203,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G2-12204,,B2-02204,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G2-12205,,B2-02205,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G2-12206,,B2-02206,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G2-12207,,B2-02207,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G2-12208,,B2-02208,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G2-12209,,B2-02209,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G2-12210,,B2-02210,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G2-12211,,B2-02211,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G2-12212,,B2-02212,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G3-12301,,B3-02301,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G3-12302,,B3-02302,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G3-12303,,B3-02303,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G3-12304,,B3-02304,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G3-12305,,B3-02305,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G3-12306,,B3-02306,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G3-12307,,B3-02307,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G3-12308,,B3-02308,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G3-12309,,B3-02309,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G3-12310,,B3-02310,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G3-12311,,B3-02311,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G3-12312,,B3-02312,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G4-12401,,B4-02401,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G4-12402,,B4-02402,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G4-12403,,B4-02403,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G4-12404,,B4-02404,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G4-12405,,B4-02405,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G4-12406,,B4-02406,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G4-12407,,B4-02407,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G4-12408,,B4-02408,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G4-12409,,B4-02409,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G4-12410,,B4-02410,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G4-12411,,B4-02411,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G4-12412,,B4-02412,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G5-12501,,B5-02501,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G5-12502,,B5-02502,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G5-12503,,B5-02503,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G5-12504,,B5-02504,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G5-12505,,B5-02505,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G5-12506,,B5-02506,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G5-12507,,B5-02507,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G5-12508,,B5-02508,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G5-12509,,B5-02509,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G5-12510,,B5-02510,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G5-12511,,B5-02511,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G5-12512,,B5-02512,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G1-22101,,B1-02101,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G1-22102,,B1-02102,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G1-22103,,B1-02103,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G1-22104,,B1-02104,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G1-22105,,B1-02105,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G1-22106,,B1-02106,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G1-22107,,B1-02107,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G1-22108,,B1-02108,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G1-22109,,B1-02109,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G1-22110,,B1-02110,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G1-22111,,B1-02111,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G1-22112,,B1-02112,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G2-22201,,B2-02201,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G2-22202,,B2-02202,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G2-22203,,B2-02203,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G2-22204,,B2-02204,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G2-22205,,B2-02205,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G2-22206,,B2-02206,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G2-22207,,B2-02207,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G2-22208,,B2-02208,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G2-22209,,B2-02209,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G2-22210,,B2-02210,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G2-22211,,B2-02211,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G2-22212,,B2-02212,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G3-22301,,B3-02301,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G3-22302,,B3-02302,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G3-22303,,B3-02303,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G3-22304,,B3-02304,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G3-22305,,B3-02305,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G3-22306,,B3-02306,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G3-22307,,B3-02307,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G3-22308,,B3-02308,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G3-22309,,B3-02309,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G3-22310,,B3-02310,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G3-22311,,B3-02311,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G3-22312,,B3-02312,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G4-22401,,B4-02401,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G4-22402,,B4-02402,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G4-22403,,B4-02403,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G4-22404,,B4-02404,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G4-22405,,B4-02405,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G4-22406,,B4-02406,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G4-22407,,B4-02407,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G4-22408,,B4-02408,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G4-22409,,B4-02409,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G4-22410,,B4-02410,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G4-22411,,B4-02411,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G4-22412,,B4-02412,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G5-22501,,B5-02501,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G5-22502,,B5-02502,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G5-22503,,B5-02503,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G5-22504,,B5-02504,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G5-22505,,B5-02505,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G5-22506,,B5-02506,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G5-22507,,B5-02507,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G5-22508,,B5-02508,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G5-22509,,B5-02509,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G5-22510,,B5-02510,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G5-22511,,B5-02511,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
G5-22512,,B5-02512,Fire Alarm 2,,FDAS,,,,,,,,,,,,,,,
H1-02101,,B1-02101,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H1-02102,,B1-02102,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H1-02103,,B1-02103,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H1-02104,,B1-02104,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H1-02105,,B1-02105,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H1-02106,,B1-02106,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H1-02107,,B1-02107,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H1-02108,,B1-02108,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H1-02109,,B1-02109,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H1-02110,,B1-02110,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H1-02111,,B1-02111,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H1-02112,,B1-02112,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H2-02201,,B2-02201,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H2-02202,,B2-02202,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H2-02203,,B2-02203,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H2-02204,,B2-02204,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H2-02205,,B2-02205,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H2-02206,,B2-02206,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H2-02207,,B2-02207,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H2-02208,,B2-02208,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H2-02209,,B2-02209,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H2-02210,,B2-02210,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H2-02211,,B2-02211,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H2-02212,,B2-02212,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H3-02301,,B3-02301,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H3-02302,,B3-02302,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H3-02303,,B3-02303,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H3-02304,,B3-02304,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H3-02305,,B3-02305,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H3-02306,,B3-02306,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H3-02307,,B3-02307,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H3-02308,,B3-02308,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H3-02309,,B3-02309,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H3-02310,,B3-02310,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H3-02311,,B3-02311,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H3-02312,,B3-02312,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H4-02401,,B4-02401,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H4-02402,,B4-02402,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H4-02403,,B4-02403,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H4-02404,,B4-02404,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H4-02405,,B4-02405,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H4-02406,,B4-02406,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H4-02407,,B4-02407,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H4-02408,,B4-02408,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H4-02409,,B4-02409,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H4-02410,,B4-02410,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H4-02411,,B4-02411,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H4-02412,,B4-02412,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H5-02501,,B5-02501,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H5-02502,,B5-02502,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H5-02503,,B5-02503,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H5-02504,,B5-02504,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H5-02505,,B5-02505,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H5-02506,,B5-02506,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H5-02507,,B5-02507,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H5-02508,,B5-02508,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H5-02509,,B5-02509,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H5-02510,,B5-02510,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H5-02511,,B5-02511,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H5-02512,,B5-02512,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H1-12101,,B1-02101,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H1-12102,,B1-02102,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H1-12103,,B1-02103,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H1-12104,,B1-02104,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H1-12105,,B1-02105,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H1-12106,,B1-02106,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H1-12107,,B1-02107,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H1-12108,,B1-02108,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
